SK_ID_CURR,TARGET
171703,0.08
171704,0.04
171705,0.02
171706,0.06
171709,0.04
171712,0.02
171716,0.02
171730,0.06
171748,0.02
171757,0.12
171767,0.02
171768,0.26
171771,0.02
171775,0.04
171778,0.22
171780,0.14
171781,0.02
171785,0.12
171786,0.26
171789,0.0
171802,0.0
171803,0.1
171812,0.08
171862,0.06
171864,0.1
171891,0.2
171892,0.06
171913,0.06
171914,0.16
171922,0.06
171927,0.04
171933,0.1
171934,0.06
171943,0.1
171945,0.18
171960,0.0
171964,0.0
171975,0.16
171994,0.22
171996,0.1
171997,0.02
172000,0.04
172029,0.0
172038,0.12
172039,0.08
172043,0.1
172046,0.02
172048,0.06
172049,0.0
172053,0.08
172054,0.1
172058,0.04
172060,0.08
172061,0.02
172067,0.06
172072,0.02
172073,0.12
172098,0.04
172100,0.04
172101,0.06
172113,0.28
172144,0.04
172147,0.04
172149,0.04
172168,0.02
172169,0.02
172175,0.12
172197,0.04
172200,0.12
172205,0.28
172207,0.0
172210,0.0
172261,0.04
172279,0.06
172294,0.06
172300,0.0
172301,0.08
172310,0.04
172351,0.0
172353,0.06
172358,0.02
172374,0.14
172380,0.08
172384,0.0
172400,0.14
172403,0.16
172408,0.08
172411,0.02
172420,0.08
172426,0.32
172433,0.02
172434,0.02
172442,0.06
172443,0.22
172452,0.2
172454,0.12
172456,0.2
172460,0.04
172470,0.06
172479,0.04
172481,0.02
172483,0.04
172484,0.26
172485,0.04
172486,0.06
172493,0.0
172494,0.06
172497,0.1
172504,0.14
172518,0.16
172523,0.18
172527,0.06
172533,0.02
172536,0.12
172540,0.04
172541,0.16
172543,0.0
172545,0.06
172547,0.02
172551,0.02
172556,0.04
172562,0.0
172570,0.04
172574,0.06
172575,0.1
172599,0.02
172611,0.18
172612,0.02
172616,0.04
172623,0.08
172627,0.1
172635,0.12
172643,0.06
172644,0.04
172652,0.04
172656,0.08
172661,0.12
172664,0.14
172672,0.14
172678,0.04
172680,0.04
172683,0.0
172684,0.02
172690,0.04
172695,0.02
172696,0.02
172701,0.02
172713,0.1
172714,0.08
172731,0.04
172738,0.02
172761,0.06
172767,0.28
172770,0.2
172771,0.02
172799,0.0
172800,0.04
172804,0.14
172805,0.02
172820,0.08
172829,0.14
172831,0.16
172833,0.02
172843,0.0
172853,0.02
172855,0.02
172856,0.06
172857,0.02
172863,0.12
172877,0.06
172881,0.0
172895,0.04
172896,0.06
172910,0.0
172922,0.14
172939,0.08
172942,0.16
172945,0.02
172948,0.04
172949,0.06
172953,0.0
172967,0.14
172993,0.06
172995,0.08
172996,0.24
172997,0.16
172998,0.08
172999,0.14
173004,0.04
173006,0.32
173007,0.06
173013,0.06
173016,0.12
173020,0.06
173030,0.16
173048,0.0
173056,0.04
173066,0.1
173079,0.04
173107,0.06
173109,0.02
173127,0.08
173128,0.02
173130,0.08
173137,0.02
173157,0.0
173160,0.12
173168,0.08
173193,0.02
173197,0.14
173215,0.0
173216,0.08
173227,0.0
173236,0.14
173237,0.02
173247,0.04
173250,0.18
173259,0.12
173277,0.14
173285,0.02
173286,0.02
173299,0.1
173310,0.28
173312,0.12
173313,0.06
173320,0.04
173330,0.2
173333,0.0
173351,0.04
173370,0.2
173372,0.0
173381,0.2
173386,0.04
173387,0.12
173388,0.08
173393,0.04
173394,0.14
173403,0.08
173467,0.02
173469,0.06
173475,0.08
173476,0.02
173477,0.08
173484,0.24
173485,0.02
173488,0.1
173491,0.02
173520,0.06
173522,0.16
173535,0.02
173539,0.08
173549,0.02
173552,0.02
173565,0.24
173586,0.14
173587,0.0
173588,0.02
173595,0.02
173606,0.2
173620,0.04
173623,0.02
173629,0.2
173647,0.0
173649,0.06
173650,0.12
173652,0.0
173654,0.08
173665,0.08
173667,0.34
173685,0.1
173710,0.1
173711,0.02
173713,0.06
173718,0.24
173743,0.08
173744,0.02
173762,0.08
173768,0.04
173769,0.32
173770,0.06
173773,0.02
173779,0.04
173780,0.04
173781,0.1
173783,0.04
173795,0.14
173800,0.12
173812,0.1
173823,0.06
173834,0.1
173874,0.0
173891,0.06
173904,0.16
173909,0.02
173925,0.0
173941,0.04
173942,0.0
173944,0.1
173955,0.04
173959,0.06
174000,0.06
174004,0.02
174006,0.0
174008,0.14
174012,0.02
174017,0.02
174020,0.04
174044,0.04
174051,0.06
174052,0.04
174059,0.1
174060,0.0
174061,0.0
174063,0.08
174068,0.04
174069,0.02
174072,0.06
174074,0.04
174091,0.1
174092,0.04
174098,0.18
174105,0.24
174107,0.02
174110,0.02
174121,0.02
174126,0.04
174153,0.04
174156,0.02
174160,0.0
174173,0.02
174183,0.02
174185,0.02
174188,0.3
174198,0.06
174206,0.04
174207,0.02
174211,0.12
174239,0.1
174260,0.18
174261,0.0
174262,0.22
174264,0.1
174271,0.12
174275,0.32
174277,0.0
174286,0.04
174301,0.06
174312,0.16
174314,0.08
174322,0.02
174323,0.16
174325,0.06
174326,0.14
174327,0.08
174334,0.2
174360,0.04
174362,0.1
174367,0.02
174371,0.04
174372,0.06
174384,0.02
174390,0.1
174391,0.02
174396,0.0
174412,0.0
174423,0.14
174428,0.04
174429,0.08
174438,0.0
174481,0.1
174483,0.18
174484,0.02
174485,0.16
174488,0.08
174497,0.04
174509,0.04
174513,0.02
174514,0.16
174520,0.12
174526,0.0
174532,0.04
174536,0.18
174537,0.0
174538,0.08
174539,0.2
174540,0.06
174549,0.02
174551,0.0
174563,0.2
174574,0.06
174575,0.14
174586,0.08
174590,0.08
174606,0.18
174607,0.16
174609,0.02
174610,0.2
174630,0.1
174631,0.02
174661,0.08
174665,0.04
174666,0.02
174677,0.06
174690,0.1
174700,0.06
174702,0.08
174703,0.08
174713,0.06
174721,0.14
174726,0.04
174729,0.12
174741,0.08
174742,0.14
174754,0.02
174757,0.0
174782,0.46
174795,0.06
174805,0.02
174806,0.06
174809,0.02
174810,0.1
174829,0.1
174830,0.16
174832,0.02
174836,0.18
174839,0.02
174843,0.08
174854,0.14
174861,0.08
174863,0.0
174867,0.1
174871,0.08
174887,0.1
174890,0.1
174897,0.04
174901,0.12
174903,0.06
174912,0.1
174913,0.12
174920,0.1
174922,0.12
174924,0.04
174925,0.1
174928,0.0
174938,0.24
174939,0.02
174943,0.02
174950,0.1
174954,0.04
174955,0.0
174957,0.04
174965,0.04
174966,0.18
174967,0.14
174977,0.14
174983,0.04
174986,0.2
174987,0.02
175012,0.18
175015,0.1
175025,0.02
175027,0.14
175029,0.1
175056,0.18
175075,0.12
175081,0.02
175097,0.22
175128,0.0
175129,0.0
175138,0.04
175169,0.16
175183,0.1
175211,0.04
175212,0.04
175215,0.0
175223,0.04
175225,0.04
175233,0.04
175250,0.06
175253,0.02
175257,0.04
175260,0.12
175261,0.0
175264,0.0
175284,0.04
175288,0.06
175295,0.08
175309,0.04
175310,0.1
175313,0.2
175334,0.02
175337,0.02
175346,0.0
175347,0.14
175349,0.16
175350,0.08
175351,0.08
175367,0.12
175369,0.06
175371,0.04
175372,0.06
175392,0.22
175400,0.1
175402,0.02
175403,0.08
175407,0.1
175408,0.0
175414,0.04
175431,0.04
175435,0.04
175442,0.02
175454,0.08
175456,0.04
175457,0.18
175464,0.18
175465,0.06
175477,0.04
175488,0.08
175495,0.04
175499,0.08
175500,0.1
175515,0.08
175519,0.06
175520,0.08
175531,0.02
175534,0.0
175543,0.22
175566,0.06
175568,0.12
175573,0.06
175574,0.1
175576,0.04
175591,0.08
175593,0.02
175605,0.1
175609,0.08
175617,0.06
175624,0.22
175629,0.06
175633,0.02
175645,0.1
175649,0.02
175650,0.04
175653,0.06
175659,0.04
175660,0.02
175661,0.06
175664,0.02
175665,0.14
175677,0.02
175682,0.12
175684,0.1
175687,0.02
175690,0.04
175706,0.1
175722,0.04
175724,0.14
175730,0.14
175731,0.02
175737,0.02
175743,0.1
175745,0.24
175758,0.0
175768,0.0
175769,0.02
175773,0.0
175775,0.1
175794,0.04
175798,0.12
175809,0.24
175818,0.02
175830,0.04
175835,0.04
175840,0.06
175864,0.0
175875,0.12
175890,0.02
175892,0.0
175914,0.1
175930,0.14
175935,0.06
175955,0.0
175958,0.0
175959,0.14
175960,0.06
175964,0.04
175968,0.04
175986,0.02
175987,0.1
175997,0.04
175998,0.3
176003,0.04
176004,0.22
176021,0.0
176034,0.2
176035,0.14
176043,0.24
176045,0.0
176051,0.02
176052,0.08
176059,0.14
176067,0.12
176073,0.16
176076,0.12
176077,0.02
176085,0.02
176088,0.08
176095,0.02
176118,0.14
176129,0.04
176177,0.06
176183,0.06
176206,0.08
176218,0.04
176240,0.06
176253,0.04
176260,0.06
176275,0.06
176285,0.02
176288,0.08
176289,0.1
176290,0.02
176297,0.08
176300,0.22
176301,0.08
176319,0.08
176322,0.04
176337,0.0
176346,0.08
176347,0.28
176352,0.16
176358,0.02
176359,0.2
176365,0.1
176371,0.06
176403,0.04
176419,0.08
176428,0.04
176429,0.14
176430,0.06
176432,0.04
176437,0.26
176440,0.08
176441,0.06
176450,0.0
176454,0.12
176459,0.06
176460,0.12
176467,0.02
176472,0.28
176482,0.02
176483,0.2
176486,0.02
176487,0.12
176494,0.06
176497,0.08
176500,0.02
176509,0.08
176511,0.04
176512,0.1
176522,0.06
176525,0.02
176526,0.08
176537,0.02
176538,0.1
176572,0.04
176573,0.1
176574,0.18
176579,0.06
176580,0.06
176592,0.28
176601,0.06
176603,0.12
176605,0.06
176606,0.06
176615,0.12
176620,0.08
176634,0.16
176635,0.0
176638,0.0
176639,0.02
176641,0.08
176661,0.04
176668,0.04
176669,0.0
176683,0.06
176688,0.08
176700,0.14
176702,0.06
176705,0.14
176709,0.04
176710,0.06
176720,0.12
176726,0.06
176731,0.04
176732,0.06
176733,0.06
176734,0.1
176736,0.1
176741,0.0
176756,0.06
176785,0.06
176790,0.02
176793,0.0
176820,0.08
176827,0.04
176828,0.06
176839,0.04
176848,0.02
176850,0.06
176853,0.04
176866,0.02
176867,0.02
176875,0.02
176883,0.12
176888,0.1
176890,0.14
176898,0.14
176917,0.12
176925,0.16
176929,0.06
176934,0.22
176938,0.2
176953,0.08
176957,0.22
176970,0.0
176997,0.02
177029,0.02
177030,0.02
177031,0.02
177032,0.04
177047,0.18
177048,0.02
177051,0.02
177055,0.0
177060,0.04
177064,0.18
177065,0.14
177069,0.1
177076,0.08
177085,0.08
177087,0.08
177105,0.08
177126,0.2
177133,0.1
177141,0.04
177146,0.1
177156,0.1
177179,0.0
177187,0.18
177192,0.22
177203,0.08
177228,0.14
177229,0.24
177249,0.04
177250,0.28
177253,0.1
177260,0.02
177262,0.04
177270,0.02
177275,0.02
177284,0.04
177285,0.14
177314,0.24
177319,0.12
177325,0.08
177327,0.06
177339,0.12
177344,0.16
177378,0.1
177384,0.0
177385,0.0
177386,0.02
177387,0.08
177405,0.06
177423,0.08
177424,0.08
177425,0.0
177430,0.2
177435,0.06
177447,0.14
177448,0.04
177449,0.02
177451,0.08
177460,0.06
177479,0.12
177489,0.02
177504,0.04
177505,0.04
177511,0.2
177524,0.04
177526,0.06
177535,0.02
177558,0.04
177562,0.06
177569,0.04
177579,0.0
177580,0.2
177583,0.08
177584,0.18
177585,0.18
177605,0.08
177606,0.04
177618,0.02
177639,0.22
177649,0.04
177656,0.08
177657,0.08
177661,0.08
177665,0.1
177669,0.08
177680,0.26
177688,0.12
177689,0.04
177694,0.04
177696,0.12
177700,0.06
177705,0.14
177710,0.12
177720,0.0
177728,0.02
177729,0.16
177731,0.02
177733,0.2
177749,0.04
177751,0.06
177767,0.0
177776,0.0
177780,0.12
177783,0.0
177785,0.1
177791,0.02
177797,0.1
177798,0.08
177799,0.0
177802,0.0
177803,0.06
177805,0.06
177820,0.04
177824,0.02
177825,0.04
177829,0.06
177839,0.1
177861,0.12
177865,0.14
177867,0.02
177875,0.1
177876,0.14
177878,0.1
177883,0.02
177886,0.04
177891,0.2
177892,0.1
177902,0.08
177904,0.18
177931,0.04
177939,0.02
177944,0.06
177946,0.2
177959,0.14
177977,0.1
177992,0.06
177993,0.08
178005,0.08
178008,0.06
178009,0.04
178012,0.22
178015,0.04
178018,0.02
178037,0.12
178050,0.04
178058,0.16
178060,0.02
178064,0.36
178074,0.06
178077,0.08
178094,0.02
178095,0.12
178096,0.08
178107,0.02
178117,0.04
178146,0.0
178154,0.04
178160,0.04
178164,0.02
178172,0.06
178174,0.1
178182,0.14
178184,0.1
178196,0.0
178223,0.14
178225,0.12
178226,0.2
178240,0.2
178242,0.06
178250,0.06
178268,0.04
178282,0.0
178285,0.2
178288,0.02
178290,0.02
178295,0.06
178312,0.06
178317,0.06
178342,0.12
178343,0.12
178344,0.08
178346,0.0
178353,0.12
178356,0.16
178358,0.0
178359,0.06
178362,0.14
178380,0.1
178387,0.06
178391,0.18
178395,0.34
178408,0.08
178415,0.02
178421,0.02
178424,0.2
178428,0.0
178432,0.04
178433,0.04
178436,0.08
178442,0.06
178453,0.0
178459,0.04
178467,0.16
178472,0.18
178491,0.02
178499,0.02
178504,0.14
178506,0.04
178509,0.08
178517,0.02
178525,0.08
178530,0.04
178531,0.12
178537,0.02
178553,0.2
178557,0.02
178565,0.04
178566,0.08
178579,0.06
178586,0.06
178589,0.06
178592,0.1
178610,0.0
178620,0.06
178621,0.0
178622,0.12
178643,0.02
178665,0.04
178671,0.02
178675,0.02
178692,0.02
178722,0.0
178723,0.1
178726,0.12
178731,0.18
178737,0.08
178739,0.0
178745,0.04
178766,0.0
178771,0.02
178775,0.04
178785,0.02
178789,0.16
178790,0.02
178792,0.08
178804,0.02
178817,0.1
178821,0.1
178825,0.06
178830,0.02
178831,0.16
178832,0.06
178847,0.06
178853,0.1
178856,0.1
178867,0.06
178868,0.08
178881,0.08
178887,0.06
178888,0.24
178908,0.02
178909,0.06
178942,0.04
178943,0.26
178946,0.04
178947,0.12
178950,0.1
178958,0.1
178976,0.02
178986,0.08
178989,0.02
178995,0.1
178996,0.1
179006,0.12
179025,0.06
179034,0.02
179038,0.3
179043,0.04
179050,0.0
179051,0.08
179076,0.22
179077,0.04
179091,0.06
179092,0.0
179111,0.0
179128,0.08
179132,0.04
179137,0.04
179138,0.04
179146,0.12
179148,0.06
179149,0.08
179150,0.0
179155,0.04
179164,0.02
179177,0.02
179178,0.0
179182,0.14
179184,0.02
179186,0.04
179191,0.12
179194,0.12
179201,0.04
179210,0.08
179211,0.02
179212,0.22
179216,0.04
179229,0.06
179235,0.02
179236,0.06
179241,0.1
179244,0.08
179249,0.02
179256,0.16
179260,0.06
179262,0.22
179264,0.04
179268,0.06
179272,0.02
179280,0.02
179287,0.0
179288,0.02
179290,0.1
179295,0.02
179298,0.1
179306,0.1
179307,0.04
179310,0.06
179314,0.02
179317,0.16
179319,0.14
179327,0.02
179336,0.04
179342,0.0
179344,0.22
179347,0.0
179357,0.02
179368,0.1
179413,0.1
179425,0.06
179435,0.02
179447,0.08
179449,0.12
179458,0.04
179460,0.04
179475,0.12
179486,0.08
179493,0.04
179499,0.0
179501,0.02
179508,0.1
179511,0.0
179513,0.06
179519,0.08
179537,0.02
179550,0.06
179559,0.02
179560,0.02
179578,0.08
179583,0.02
179590,0.0
179597,0.08
179599,0.08
179602,0.2
179609,0.04
179621,0.14
179624,0.08
179625,0.02
179630,0.02
179640,0.1
179641,0.04
179644,0.0
179649,0.04
179650,0.18
179652,0.02
179653,0.12
179660,0.02
179662,0.04
179673,0.06
179678,0.08
179679,0.02
179686,0.02
179721,0.0
179733,0.02
179736,0.06
179737,0.04
179748,0.08
179750,0.04
179751,0.06
179752,0.14
179753,0.02
179765,0.0
179768,0.08
179798,0.02
179827,0.04
179837,0.12
179838,0.0
179851,0.0
179868,0.08
179875,0.14
179876,0.04
179882,0.06
179883,0.08
179894,0.04
179905,0.08
179907,0.02
179919,0.08
179926,0.1
179936,0.12
179941,0.1
179945,0.12
179951,0.02
179960,0.02
179967,0.04
179980,0.16
179985,0.2
179997,0.02
180001,0.02
180007,0.02
180011,0.04
180017,0.04
180027,0.04
180033,0.14
180036,0.5
180037,0.08
180041,0.3
180042,0.18
180050,0.34
180059,0.04
180066,0.06
180067,0.08
180085,0.12
180092,0.02
180099,0.04
180101,0.22
180115,0.08
180122,0.02
180126,0.02
180127,0.06
180140,0.08
180141,0.04
180158,0.1
180163,0.18
180178,0.06
180189,0.02
180198,0.12
180201,0.14
180202,0.12
180209,0.04
180239,0.12
180244,0.02
180270,0.04
180271,0.0
180286,0.06
180287,0.12
180291,0.06
180293,0.1
180296,0.04
180297,0.2
180305,0.0
180318,0.0
180319,0.16
180322,0.02
180323,0.0
180331,0.08
180365,0.02
180368,0.04
180369,0.02
180382,0.06
180387,0.02
180388,0.14
180389,0.04
180398,0.04
180399,0.04
180402,0.16
180406,0.0
180407,0.02
180408,0.12
180413,0.06
180416,0.02
180420,0.1
180429,0.22
180430,0.24
180431,0.0
180438,0.0
180441,0.06
180448,0.02
180453,0.0
180478,0.32
180480,0.08
180510,0.02
180524,0.18
180534,0.04
180537,0.28
180545,0.02
180550,0.14
180559,0.04
180583,0.0
180587,0.0
180594,0.18
180597,0.08
180598,0.26
180599,0.06
180601,0.12
180624,0.16
180625,0.54
180634,0.1
180647,0.02
180652,0.08
180656,0.18
180664,0.06
180666,0.08
180674,0.0
180679,0.1
180685,0.12
180692,0.02
180698,0.1
180699,0.08
180700,0.06
180702,0.02
180710,0.08
180736,0.08
180739,0.1
180741,0.02
180743,0.5
180747,0.06
180754,0.1
180755,0.02
180756,0.02
180768,0.08
180773,0.02
180775,0.02
180784,0.14
180787,0.06
180795,0.04
180796,0.06
180799,0.04
180811,0.02
180813,0.04
180827,0.08
180828,0.02
180833,0.06
180834,0.12
180847,0.04
180852,0.1
180853,0.04
180854,0.16
180855,0.1
180856,0.06
180858,0.0
180859,0.2
180867,0.1
180868,0.12
180872,0.02
180873,0.14
180874,0.26
180875,0.04
180878,0.02
180888,0.06
180889,0.06
180891,0.16
180902,0.1
180907,0.14
180913,0.0
180916,0.0
180954,0.1
180962,0.08
180963,0.02
180967,0.08
180971,0.08
180975,0.02
180985,0.1
180991,0.1
181009,0.06
181012,0.04
181015,0.08
181034,0.12
181064,0.1
181071,0.2
181083,0.06
181084,0.02
181085,0.02
181088,0.02
181098,0.14
181110,0.1
181111,0.12
181112,0.0
181114,0.24
181117,0.26
181157,0.12
181160,0.08
181161,0.0
181165,0.06
181179,0.26
181186,0.02
181196,0.02
181197,0.18
181204,0.08
181213,0.04
181214,0.26
181221,0.04
181224,0.08
181226,0.06
181236,0.02
181256,0.42
181257,0.04
181279,0.02
181282,0.08
181285,0.02
181288,0.02
181289,0.16
181290,0.02
181298,0.04
181299,0.08
181307,0.08
181312,0.26
181318,0.06
181322,0.1
181338,0.04
181340,0.06
181342,0.02
181344,0.0
181350,0.04
181373,0.08
181374,0.08
181375,0.0
181379,0.18
181381,0.04
181385,0.22
181388,0.02
181392,0.06
181393,0.2
181425,0.06
181465,0.18
181481,0.1
181484,0.16
181494,0.06
181501,0.02
181507,0.02
181521,0.06
181524,0.08
181538,0.1
181540,0.0
181547,0.18
181551,0.02
181555,0.06
181561,0.06
181564,0.0
181567,0.16
181599,0.1
181602,0.34
181612,0.14
181613,0.08
181615,0.1
181621,0.02
181622,0.1
181629,0.14
181630,0.0
181633,0.06
181635,0.1
181641,0.02
181643,0.3
181644,0.1
181649,0.04
181659,0.02
181660,0.02
181665,0.2
181666,0.12
181672,0.08
181682,0.06
181693,0.18
181697,0.06
181703,0.02
181704,0.02
181720,0.08
181722,0.1
181732,0.22
181733,0.04
181736,0.02
181737,0.06
181747,0.04
181758,0.2
181764,0.1
181770,0.06
181774,0.02
181783,0.1
181788,0.0
181789,0.08
181804,0.04
181809,0.04
181821,0.22
181836,0.02
181863,0.04
181867,0.16
181868,0.1
181871,0.06
181904,0.2
181931,0.04
181932,0.04
181941,0.08
181944,0.22
181958,0.04
181971,0.0
181986,0.04
182002,0.04
182007,0.06
182012,0.06
182022,0.0
182031,0.08
182050,0.04
182053,0.02
182071,0.04
182072,0.04
182073,0.08
182102,0.08
182106,0.04
182116,0.0
182117,0.12
182118,0.06
182124,0.06
182125,0.06
182145,0.12
182150,0.32
182154,0.06
182167,0.04
182179,0.14
182181,0.08
182183,0.04
182218,0.1
182225,0.0
182226,0.08
182266,0.1
182272,0.06
182275,0.1
182295,0.18
182305,0.06
182312,0.04
182313,0.04
182327,0.02
182337,0.06
182340,0.04
182341,0.16
182342,0.06
182345,0.1
182353,0.0
182355,0.04
182371,0.08
182376,0.0
182381,0.1
182382,0.0
182384,0.08
182387,0.04
182412,0.02
182419,0.14
182432,0.08
182438,0.02
182448,0.4
182450,0.1
182465,0.04
182468,0.02
182474,0.0
182483,0.02
182484,0.1
182485,0.0
182486,0.02
182489,0.08
182500,0.16
182501,0.02
182504,0.32
182514,0.02
182524,0.06
182525,0.04
182533,0.02
182536,0.14
182539,0.04
182550,0.12
182553,0.06
182568,0.0
182571,0.02
182573,0.14
182580,0.08
182615,0.08
182618,0.08
182624,0.04
182644,0.04
182686,0.22
182687,0.08
182695,0.16
182718,0.02
182726,0.04
182735,0.06
182742,0.04
182747,0.04
182748,0.08
182752,0.1
182761,0.08
182800,0.16
182802,0.16
182807,0.18
182816,0.12
182818,0.04
182826,0.0
182836,0.02
182840,0.16
182841,0.16
182846,0.1
182862,0.04
182864,0.02
182871,0.06
182878,0.06
182880,0.16
182885,0.08
182893,0.04
182894,0.12
182895,0.08
182901,0.08
182907,0.16
182921,0.14
182952,0.04
182964,0.24
182966,0.08
182980,0.02
182985,0.14
182989,0.08
182994,0.04
183035,0.2
183037,0.12
183042,0.04
183049,0.06
183050,0.02
183051,0.02
183062,0.0
183063,0.06
183064,0.04
183076,0.0
183078,0.18
183086,0.04
183089,0.14
183091,0.14
183097,0.08
183104,0.04
183118,0.12
183119,0.24
183134,0.08
183142,0.16
183157,0.04
183162,0.04
183180,0.04
183193,0.14
183213,0.02
183216,0.14
183223,0.0
183226,0.06
183264,0.0
183273,0.04
183278,0.0
183282,0.08
183283,0.14
183286,0.2
183288,0.1
183299,0.06
183310,0.04
183315,0.14
183332,0.04
183336,0.12
183341,0.04
183342,0.02
183345,0.06
183347,0.04
183360,0.06
183362,0.0
183370,0.04
183379,0.0
183386,0.12
183410,0.1
183417,0.02
183419,0.0
183421,0.16
183425,0.18
183427,0.06
183433,0.1
183434,0.12
183438,0.04
183439,0.02
183440,0.06
183450,0.08
183451,0.14
183453,0.02
183454,0.02
183455,0.06
183457,0.0
183463,0.18
183475,0.02
183478,0.08
183480,0.04
183490,0.04
183494,0.14
183503,0.06
183512,0.08
183517,0.02
183530,0.0
183532,0.0
183533,0.02
183536,0.0
183545,0.0
183549,0.08
183550,0.1
183551,0.14
183555,0.04
183560,0.12
183585,0.0
183591,0.04
183592,0.0
183603,0.06
183610,0.02
183628,0.2
183644,0.1
183646,0.14
183649,0.04
183656,0.1
183658,0.28
183688,0.04
183690,0.02
183691,0.22
183697,0.16
183709,0.04
183711,0.08
183714,0.18
183725,0.1
183736,0.02
183742,0.04
183772,0.1
183776,0.12
183787,0.04
183792,0.32
183793,0.28
183799,0.1
183816,0.06
183818,0.12
183832,0.14
183836,0.0
183839,0.02
183840,0.06
183855,0.02
183857,0.12
183863,0.18
183866,0.06
183876,0.08
183878,0.2
183897,0.0
183902,0.04
183915,0.04
183925,0.16
183936,0.12
183939,0.02
183951,0.04
183956,0.06
183957,0.0
183974,0.0
183982,0.08
183994,0.08
184008,0.14
184013,0.04
184016,0.1
184019,0.08
184024,0.04
184025,0.04
184038,0.02
184045,0.04
184056,0.02
184060,0.08
184071,0.0
184073,0.02
184074,0.08
184077,0.08
184105,0.16
184106,0.14
184133,0.06
184154,0.3
184163,0.04
184165,0.18
184193,0.12
184194,0.1
184195,0.08
184202,0.06
184226,0.12
184230,0.0
184231,0.1
184234,0.14
184238,0.02
184248,0.02
184257,0.04
184268,0.02
184282,0.04
184291,0.02
184294,0.04
184295,0.2
184304,0.04
184309,0.0
184318,0.14
184325,0.02
184329,0.02
184330,0.02
184333,0.26
184337,0.0
184338,0.08
184340,0.04
184341,0.06
184347,0.0
184354,0.02
184355,0.02
184372,0.08
184384,0.04
184385,0.02
184386,0.04
184389,0.04
184401,0.04
184405,0.16
184431,0.06
184450,0.04
184453,0.24
184470,0.0
184471,0.04
184486,0.14
184488,0.02
184489,0.04
184497,0.0
184508,0.04
184509,0.06
184516,0.0
184525,0.04
184526,0.04
184531,0.02
184557,0.06
184576,0.04
184589,0.06
184605,0.0
184613,0.12
184630,0.04
184635,0.06
184636,0.04
184643,0.18
184645,0.08
184653,0.0
184655,0.06
184656,0.1
184660,0.02
184716,0.06
184736,0.0
184758,0.02
184767,0.12
184770,0.08
184773,0.08
184776,0.08
184792,0.06
184812,0.02
184820,0.06
184829,0.02
184831,0.12
184832,0.12
184834,0.0
184847,0.12
184848,0.02
184858,0.02
184866,0.06
184869,0.04
184870,0.0
184873,0.04
184874,0.0
184876,0.16
184879,0.14
184880,0.02
184885,0.02
184896,0.0
184916,0.06
184918,0.1
184919,0.06
184921,0.02
184936,0.0
184944,0.18
184956,0.08
184963,0.12
184964,0.02
184965,0.08
184972,0.1
184977,0.06
184982,0.04
184988,0.28
184992,0.08
184994,0.1
184998,0.22
185017,0.0
185024,0.08
185032,0.14
185037,0.02
185040,0.02
185043,0.08
185048,0.04
185059,0.04
185076,0.16
185083,0.02
185090,0.16
185099,0.04
185101,0.02
185106,0.12
185121,0.1
185125,0.14
185126,0.14
185127,0.12
185153,0.04
185167,0.06
185171,0.06
185178,0.1
185180,0.12
185181,0.02
185183,0.02
185186,0.16
185187,0.08
185188,0.04
185189,0.1
185194,0.08
185207,0.08
185209,0.08
185210,0.04
185212,0.02
185220,0.08
185221,0.02
185230,0.06
185231,0.2
185245,0.1
185249,0.16
185262,0.06
185285,0.1
185286,0.04
185288,0.02
185296,0.02
185298,0.12
185299,0.02
185308,0.08
185311,0.02
185313,0.0
185314,0.3
185332,0.26
185337,0.08
185338,0.08
185339,0.1
185341,0.1
185342,0.04
185344,0.14
185349,0.04
185362,0.08
185363,0.04
185394,0.02
185410,0.14
185418,0.02
185423,0.06
185428,0.04
185442,0.06
185447,0.08
185450,0.06
185454,0.02
185475,0.26
185481,0.14
185483,0.04
185485,0.06
185496,0.14
185504,0.06
185505,0.0
185512,0.02
185515,0.02
185534,0.06
185536,0.02
185538,0.0
185552,0.02
185569,0.06
185576,0.06
185578,0.12
185581,0.16
185584,0.04
185585,0.04
185586,0.2
185592,0.08
185604,0.0
185606,0.0
185607,0.14
185618,0.04
185622,0.06
185628,0.16
185629,0.0
185634,0.08
185637,0.16
185638,0.0
185640,0.06
185641,0.0
185645,0.08
185646,0.22
185647,0.02
185662,0.12
185669,0.0
185675,0.04
185687,0.06
185688,0.14
185689,0.02
185690,0.04
185697,0.1
185710,0.08
185733,0.04
185740,0.24
185806,0.04
185812,0.08
185824,0.1
185825,0.04
185826,0.08
185827,0.14
185828,0.02
185837,0.0
185859,0.04
185861,0.0
185872,0.12
185874,0.08
185891,0.06
185893,0.12
185897,0.0
185900,0.1
185910,0.02
185919,0.04
185932,0.02
185937,0.08
185939,0.04
185965,0.02
185968,0.04
185971,0.0
185978,0.14
185980,0.02
185981,0.06
185982,0.04
185991,0.06
185997,0.02
185998,0.02
186014,0.02
186021,0.08
186025,0.14
186034,0.18
186054,0.12
186061,0.04
186065,0.04
186066,0.02
186070,0.16
186080,0.04
186085,0.02
186094,0.28
186110,0.12
186113,0.0
186116,0.14
186127,0.04
186129,0.02
186135,0.06
186139,0.28
186151,0.04
186153,0.08
186156,0.02
186158,0.02
186159,0.02
186166,0.08
186168,0.08
186169,0.04
186170,0.08
186179,0.08
186188,0.0
186210,0.02
186227,0.06
